ID,Tweets (text),Emotions (Multi-labeled)
2873,"Rescued this poor stray, took him in from the outside and nursed him back to health over the past 5 months. He used to be scared and angry, now he is the most playful and sweet baby ","fear, anger, joy"
2874,"I was at the mall near where everything happened, I was stuck for hours away from my family, I was really scared and watching ppl joking about it makes me really angry ","anger, fear"
2875,Okay but why did she get so angry during this part I’m scared ,"anger, fear"
2876,"Look, I'm afraid as hell to speak up about this and I'll probably lose at least a handful of mutuals in doing so, but i'm angry, scared, tired and all I can really do is say ""we agree with this. ","anger, fear"
2877,"ok so my cat has been so weird lately, i see her like twice a week, she’s always angry, making weird noises and beating her children and then she disappears and comes to eat once in a while and she’s scared of us and i don’t understand what happened so i’m super sad and worried ","anger, fear, sadness"
2878,I really thought that earthquake was an angry ghost in my room!!! Scared the shit out of me ,"anger, fear"
2879,A very sad day indeed. They look angry ! Not scared Quote Tweet,"anger, sadness"
2880,Wow. Some pharmacy news. It's absolutely weird to hear about pharmacists and pharmacy techs collectively getting angry or even leaks. I'm so burnt out as a tech but most of us are scared to speak. I'm hoping to see more press on pharmacy staff. It's needed. ,"anger, fear, hope"
2881,"Look at all those Angry, Scared White People ","anger, fear"
2882,oh no! the fairy is angry but in tiny font !!! everyone act scared !! ,"anger, fear"
2883,"He's gotta be very scared and angry today, so I'm predicting full on ""poor me , it's not fair, I'm treated terribly, they did what they say I did"" jackassery. ","anger, fear"
2884,I would be scared not angry  Reprehensible behavior.,"fear, disgust"
2885,Fell in love w/ Easy the moment I heard it The theme of the kind of love that makes you love yourself even more is my fav thing ever. For a song titled Easy its hard AF to sing jdhd it aint the best but Im proud that I even posted this coz im scared @Camila_Cabello thank you,"love, fear, pride"
2886,Harry's not scared anymore; I'M SO PROUD OF HIM  Such a beautiful thing.,"pride, love"
2887,I’ve never been more proud AND scared of a fandom like I am with orbits ,"fear, pride"
2888,Sending so much love. just took my flu shot and wasn’t scared. feeling proud of myself ,"pride, love"
2889,"Couldn't be happier! Thanks to the courage I found in dance — and, of course, in Miss Jay Alexander — I’m now proud to be out, and I’m proud to stand out. ","pride, joy"
2890,"no— not proud, but I am scared. You unleashed a mess you aren’t smart enough to fix. Nor is pences faith going to fix it. Not sure anyone can. You really messed things up. Hope you too are losing sleep over it ","hope, fear"
2891,Half of me is so proud and half of me is so scared ,"fear, pride"
2892,Slowly and slowly I am losing all the respect for this singh as he is speaking a language of anti nationalist and I wonder why Hindus can’t have a country to themselves either others are too scared of us or we are too afraid to be proud of it.  Here's to better days ahead.,"fear, hope"
2893,"omg Jason knew something we no else did?! that's big, im scared and proud at the same time ","fear, pride"
2894,Before i was really scared for this cb. But i know how proud the boys are of this album. So im so pumped up. Im not scared but actually really excited. Lets just do our best ahgases okay? Dont worry and just put on your pheonix mode ,"pride, joy"
2895,I’m white British and scared in cities I’m an Aston Villa fan and go to home and away games and I am so proud of the england team and of course Tyrone mings who handled it impeccably ,"fear, pride"
2896,Elton's father was so abusive he spent years eating as silently as possible and closing doors slowly because he felt scared. And seeing what an amazing father he is to Zach and Eli makes me happy and proud. He finally got the chance to be part of a loving family. ,"fear, pride, joy"
2897,I had an exam today so I’m just watching the challenge now. Ester is a queen. Nominating herself and not scared to go against the strongest girls on her team. I’m only halfway through the episode but I’m so proud of her either way.  This deserves all the recognition.,"pride, admiration"
2898,My dog got scared on the treadmill and this is as far as we got. She honestly thinks she’s doing a good job. Look at her being proud of herself. ,"fear, pride"
2899,That one time I was too scared to meet YRS (peep that shitty camera quality back in 2015) vs that one time I actually did meet them. (P.S. I’m proud of y’all and your new music!!) ,"fear, pride"
2900,"Couldn't be happier! I didn't have to fight her to get into the cage and she's been more curious than scared, I'm a proud cat mum ","pride, joy"
2901,"Very sad day. But yet, we should all be proud to have lived to hear this man speak. He wasn't scared to speak. Sadly many people are. ","pride, sadness, fear"
2902,"This made my day! Just finished watching my niece cara playing in a boys football match, technically on the ball she has a few things to work on but she is not scared of a tackle couple of those boys won’t be able to look her in the eye when they go back to school so proud ","pride, joy"
2903,"Oh come now, #sprint, it was intentional. Don’t insult me like that. Overall, I’m conflicted. On one hand, I’m annoyed by the (as stated) awful service. But on the other, I admire a company that defends its employees. Call it a draw. Bye! ","anger, admiration"
2904,"My mom is annoyed by Ariana cause like I admire so much , but like my dad he’s cool with her but I feel like he think he voice is to high pitch ","anger, admiration"
2905,people probably would. I really admire you. You’re always willing to lend an ear or a hug gif when someone needs it. You always know what to say to make me feel better and you seem to never get annoyed with me even though all I do is complain. You never fail to make me smile or  This is something to be proud of.,"admiration, pride"
2906,"Sending thoughts and prayers. Hate to disagree with someone I admire and respect, but there's a way to protest, and a way to turn everyone against you and the cause you're protesting for. Action like this is the latter. People have bills to pay, jobs to do, and will justifiably be angry and frustrated. ","disgust, sadness"
2907,You know what?! I can't even be bothered to admire him because I'm so angry and sad at the same time! ,"anger, sadness"
2908,"I hate it when I cry if I’m annoyed lmao cos people will think I’m upset, I’m not upset I’m actually just angry ","disgust, anger"
2909,Hate when I typing angry and I make typos cause then I be even more annoyed ,"disgust, anger"
2910,i say i hate consumers a lot without explanation bcuz im always annoyed or angry at somebody so i dont feel like explaining myself but its mostly just about how little people consider the people behind the stuff they're complaining about ,"disgust, anger"
2911,This might of been a wrong way to handle the situation . Responding hate with hate. But I guess you were angry and you have a reason to be annoyed  A very sad day indeed.,"anger, sadness"
2912,"I hate being annoyed, I hate getting angry because I really am a peaceful and laugh/smile at everything kinda person. If being around you makes me feel otherwise, I want no parts.  This keeps me up at night.","disgust, fear"
